following,followers,actions,is_retweet,location,Type
4848.0,2078.0,3146.0,0.0,"Atlanta, Nigeria",Spam
0.0,0.0,0.0,0.0,"Uppsala, Sverige",Quality
0.0,0.0,,1.0,"Memphis, TN",Quality
21.0,1.0,291.0,0.0,rm 201,Spam
39900.0,48800.0,30.0,0.0,"Pamplona, Spain",Quality
0.0,0.0,,0.0,"Antioch, IL",Quality
13342.0,20913.0,47887.0,0.0,europe,Spam
0.0,0.0,0.0,0.0,Online!,Quality
6196.0,16570.0,9908.0,0.0,Helsinki,Spam
4918.0,9273.0,11230.0,1.0,"Costa Del Sol, Spain.",Spam
10334.0,11446.0,13399.0,0.0,Underneath the Epcot Center,Spam
46100.0,38300.0,12.0,0.0,living my best life in Italy,Quality
10235.0,12150.0,14844.0,0.0,Makin plays,Spam
0.0,0.0,,0.0,الله الوطن الأمير,Quality
3395.0,2014.0,2150.0,1.0,JHB,Spam
805.0,938.0,4822.0,1.0,"Tuskegee, Alabama",Spam
0.0,0.0,,0.0,"Orange County, CA",Quality
5428.0,25833.0,49328.0,0.0,ENGLAND  🏴󠁧󠁢󠁥󠁮󠁧󠁿 GB  🇬🇧,Spam
0.0,0.0,0.0,0.0,,Quality
0.0,0.0,2.0,0.0,"Guadalajara, Jalisco",Quality
0.0,0.0,6.0,0.0,Bangalore,Quality
0.0,0.0,0.0,0.0,,Quality
0.0,11700.0,1578.0,0.0,,Quality
0.0,0.0,,0.0,"Cincinnati, OH",Quality
4315.0,3033.0,31940.0,0.0,News dans les j'aime,Spam
0.0,0.0,29.0,0.0,Planet Earth,Quality
0.0,0.0,,0.0,,Quality
0.0,265000.0,,0.0,SYCO ENTERTAINMENT. LA/LONDON,Quality
9148.0,16477.0,25782.0,0.0,another world.,Spam
832.0,982.0,1827.0,1.0,"Indianapolis, IN",Spam
245.0,2080.0,142272.0,1.0,"Redmond, WA",Spam
0.0,0.0,0.0,0.0,Michigan,Quality
9327.0,19561.0,13236.0,1.0,"Eromanga, Australia",Spam
0.0,28600.0,17.0,0.0,Official Website:,Quality
87.0,13.0,217.0,0.0,"deadass, new york",Spam
5539.0,5034.0,12378.0,1.0,"Tuskegee, Alabama",Spam
0.0,0.0,,0.0,,Quality
0.0,0.0,0.0,0.0,,Quality
,0.0,,0.0,kitche,Quality
4728.0,2806.0,5079.0,0.0,"Puerto Rico, Gran Canaria",Spam
0.0,0.0,,0.0,,Quality
5880.0,15882.0,9827.0,0.0,Brighton City Airport,Spam
6076.0,14399.0,21148.0,0.0,401,Spam
8551.0,12271.0,30405.0,0.0,SoFlo • 19/She/Her,Spam
7622.0,23381.0,29378.0,0.0,Essex,Spam
1481.0,1481.0,2343.0,1.0,"Roma, Italia",Spam
0.0,0.0,,0.0,www.myfreecams.com,Quality
0.0,806000.0,72.0,0.0,"Los Angeles, CA",Quality
7847.0,18822.0,15445.0,0.0,multifandom,Spam
248.0,2381.0,150780.0,1.0,Michigan,Spam
518.0,887.0,8189.0,1.0,Caribbean,Spam
32.0,2.0,67.0,0.0,The Ghetto,Spam
0.0,0.0,0.0,0.0,"Queens, NY",Quality
4578.0,16773.0,35202.0,0.0,Edinburgh,Spam
8777.0,19995.0,23844.0,0.0,"Southbank, TX",Spam
2168.0,3150.0,7139.0,0.0,Earth,Spam
0.0,0.0,0.0,0.0,Suffolk County,Quality
0.0,0.0,,0.0,Multan,Quality
0.0,0.0,,0.0,,Quality
2652.0,2175.0,7781.0,1.0,"Phoenix, Arizona",Spam
0.0,0.0,284.0,0.0,,Quality
54200.0,64400.0,,0.0,Florida U.S.A.,Quality
0.0,0.0,,0.0,"Selangor, Malaysia",Quality
0.0,18100.0,,0.0,,Quality
0.0,0.0,0.0,0.0,Austin TX,Quality
0.0,0.0,0.0,0.0,"Minnesota, USA",Quality
1944.0,2409.0,12167.0,1.0,"ÜT: 35.220446,-80.930963",Spam
6054.0,17305.0,6743.0,0.0,"Ontario & Quebec, Canada",Spam
681.0,564.0,1063.0,0.0,"Todmorden, England",Spam
4526.0,24544.0,35315.0,0.0,"VELTINS-Arena, Gelsenkirchen",Spam
6442.0,25841.0,52682.0,0.0,The Clarke Belt,Spam
4763.0,24573.0,35686.0,0.0,kumogakure,Spam
1121.0,873.0,2701.0,1.0,michigan ✧･ﾟ:,Spam
1250.0,575.0,1410.0,1.0,"Bowling Green, OH",Spam
0.0,0.0,0.0,0.0,,Quality
978.0,340.0,976.0,0.0,"Temerloh, Pahang",Spam
14148.0,13256.0,37821.0,0.0,"Addison, TX",Spam
0.0,0.0,15.0,0.0,school,Quality
500.0,412.0,1111.0,1.0,"Cincinnati, OH",Spam
0.0,0.0,503.0,0.0,,Quality
5514.0,15365.0,4618.0,0.0,"Jefferson City, Tennessee",Spam
16600.0,21000.0,,0.0,"Fort Bragg, CA",Quality
8095.0,11829.0,2420.0,0.0,"West Region, Singapore",Spam
8185.0,19471.0,12888.0,0.0,Merica,Spam
0.0,0.0,0.0,0.0,Berlin,Quality
1856.0,5678.0,5143.0,0.0,615,Spam
12000.0,644000.0,285.0,0.0,www.instagram.com/fender,Quality
2302.0,2760.0,34702.0,1.0,"Fayetteville, AR",Spam
0.0,0.0,135.0,0.0,Australia,Quality
74.0,165.0,9482.0,1.0,"Abuja,Nigeria",Spam
5447.0,24322.0,8411.0,0.0,Bailiwick of Jersey,Spam
0.0,0.0,0.0,0.0,"Milano, Lombardia",Quality
0.0,0.0,,0.0,"Linz, Austria",Quality
0.0,0.0,,0.0,jay,Quality
27011.0,31016.0,3900.0,0.0,Bed,Spam
0.0,1430000.0,170.0,0.0,"Washington, D.C.",Quality
0.0,0.0,,0.0,filipinas,Quality
899.0,958.0,3026.0,1.0,"Irvine, CA",Spam
0.0,0.0,0.0,0.0,"Malmo, Sweden",Quality
0.0,12200.0,,0.0,"San Leandro, CA",Quality
12667.0,62081.0,51950.0,0.0,"Linz, Austria",Spam
282.0,145.0,627.0,1.0,"Staley,NC",Spam
621.0,626.0,1185.0,1.0,worldwide,Spam
3239.0,3324.0,4562.0,0.0,"Beaufort, Sabah",Spam
0.0,0.0,151.0,0.0,,Quality
18242.0,29628.0,25797.0,0.0,Don't try to trace me.,Spam
0.0,3080000.0,,0.0,USA,Quality
0.0,0.0,0.0,0.0,"Brooklyn, NY",Quality
9244.0,8400.0,17106.0,0.0,"Fingal, Ireland",Spam
693.0,239.0,592.0,0.0,Fist Deep,Spam
34.0,4.0,140.0,0.0,LizQuen Universe,Spam
0.0,29100.0,321.0,0.0,small red dot,Quality
5254.0,17183.0,26131.0,0.0,"Massachusetts, Murica",Spam
0.0,0.0,11.0,0.0,"Copiague, NY",Quality
0.0,0.0,2.0,0.0,"Granby, CT",Quality
0.0,0.0,0.0,0.0,"Ahmadabad City, India",Quality
859.0,832.0,2955.0,1.0,"Warner Bros, Water Tower",Spam
6057.0,24779.0,8738.0,0.0,Las Vegas,Spam
915.0,968.0,2220.0,1.0,not found,Spam
0.0,0.0,,0.0,Jeon Jeongguk,Quality
6016.0,16660.0,26387.0,0.0,"Bay area, California",Spam
0.0,0.0,0.0,0.0,,Quality
14434.0,13242.0,14332.0,0.0,Global citizen,Spam
0.0,0.0,,0.0,Portugal,Quality
0.0,0.0,,0.0,Brooklyn,Quality
789.0,391.0,1037.0,1.0,LA♚,Spam
7736.0,16844.0,12022.0,0.0,♪♩♭♪,Spam
0.0,0.0,0.0,0.0,413 Gibson Ave.,Quality
10461.0,11992.0,6207.0,0.0,The Planet Cygnus!!!,Spam
676.0,268.0,671.0,1.0,Manchester/Preston England,Spam
452.0,840.0,3769.0,1.0,lne's sana.,Spam
2535.0,2065.0,3182.0,1.0,"Pendang, Kedah",Spam
0.0,0.0,0.0,0.0,rip lilE,Quality
0.0,485000.0,595.0,0.0,,Quality
2687.0,3046.0,4727.0,1.0,Every country in the world,Spam
0.0,0.0,,0.0,"Newcastle Upon Tyne, England",Quality
0.0,0.0,23.0,0.0,574 ✈️601,Quality
8751.0,9489.0,1496.0,0.0,Twilight Zone,Spam
64.0,197.0,5056.0,1.0,SAPPHIRE BLUE OCEAN,Spam
0.0,0.0,0.0,0.0,"General Trias, Cavite",Quality
7391.0,17437.0,27595.0,0.0,Iraq,Spam
573.0,877.0,3235.0,1.0,"Elgin, SC",Spam
64800.0,79400.0,123.0,0.0,*Parody Account to Inspire*,Quality
0.0,0.0,,0.0,"St Leonard, MD",Quality
5385.0,15515.0,17764.0,0.0,Maybe someday,Spam
0.0,0.0,,1.0,New York * LA * Atlanta,Quality
797.0,1077.0,6969.0,1.0,"Alberta, Canada",Spam
0.0,6590000.0,692.0,0.0,"Los Angeles, CA",Quality
,0.0,,0.0,,Quality
0.0,0.0,,1.0,"New Delhi, India",Quality
0.0,877000.0,238.0,0.0,"Charlotte, NC",Quality
0.0,0.0,17.0,0.0,"New Jersey, USA",Quality
904.0,1134.0,5791.0,1.0,"Paris, France",Spam
0.0,0.0,,1.0,,Quality
1939.0,2460.0,14348.0,1.0,hk • firebender,Spam
0.0,0.0,106.0,0.0,"Whiteland, IN",Quality
10462.0,61757.0,54459.0,0.0,"Nerd-town, USA",Spam
6293.0,5744.0,15678.0,1.0,"Stirling, Scotland",Spam
18018.0,25916.0,35502.0,0.0,"Pemberville, OH",Spam
0.0,0.0,,1.0,NY,Quality
2962.0,664.0,1758.0,0.0,"Lake Elsinore, CA",Spam
5171.0,25363.0,43113.0,0.0,Milky Way,Spam
0.0,0.0,0.0,0.0,,Quality
18644.0,19593.0,11020.0,1.0,De La Salle University-Manila,Spam
538.0,834.0,4451.0,1.0,"Agoura Hills, California",Spam
4652.0,3536.0,732.0,0.0,"Avengers Academy, USA",Spam
3855.0,1558.0,2389.0,1.0,"Monmouth, Wales",Spam
0.0,0.0,,0.0,,Quality
10388.0,20477.0,16201.0,1.0,LA,Spam
0.0,0.0,,1.0,,Quality
549.0,294.0,1213.0,1.0,Bklyn  🧢lanta,Spam
10287.0,11370.0,17614.0,0.0,"Murfreesboro, TN",Spam
0.0,12000.0,,0.0,"Las Vegas, NV",Quality
0.0,0.0,,0.0,The Dirty P,Quality
4402.0,3070.0,19853.0,0.0,Chicago  ✈️Denver,Spam
0.0,0.0,,1.0,62,Quality
789.0,876.0,2747.0,1.0,"Islamabad, Pakistan",Spam
453.0,541.0,1151.0,1.0,"General Trias, Cavite",Spam
893.0,821.0,2622.0,1.0,"Hendersonville, NC",Spam
0.0,0.0,,0.0,"Austin, TX",Quality
1962.0,1033.0,2125.0,0.0,Western Hemisphere,Spam
1197.0,1330.0,1440.0,1.0,City :The Windiest  |☳|_|☷|,Spam
0.0,68900.0,,0.0,"New York, NY",Quality
1989.0,816.0,905.0,1.0,"Plano, TX",Spam
7174.0,27630.0,42889.0,0.0,"+6222, +6221",Spam
0.0,88800.0,,0.0,"Manila, Philippines",Quality
0.0,0.0,,0.0,Yrk,Quality
33.0,181.0,10636.0,1.0,Bendigo,Spam
955.0,983.0,1862.0,1.0,Delhi,Spam
0.0,0.0,6.0,0.0,,Quality
0.0,424000.0,,0.0,"Pennsylvania, USA",Quality
0.0,0.0,,1.0,,Quality
4298.0,3340.0,2544.0,1.0,This rocky blue planet,Spam
17460.0,26263.0,38227.0,0.0,lrh/4,Spam
0.0,0.0,,0.0,,Quality
1623.0,1365.0,344.0,1.0,City :The Windiest  |☳|_|☷|,Spam
6327.0,10157.0,7077.0,0.0,AROUND,Spam
0.0,2850000.0,,0.0,,Quality
9103.0,15041.0,4083.0,1.0,she | her,Spam
0.0,0.0,0.0,0.0,,Quality
2402.0,2230.0,5356.0,0.0,"Ashburn & Woodbridge, VA",Spam
0.0,65300.0,527.0,0.0,,Quality
0.0,0.0,17.0,0.0,"Tulsa, OK",Quality
2637.0,2687.0,4699.0,0.0,Kentucky,Spam
0.0,0.0,0.0,0.0,"Grand Rapids, MI",Quality
0.0,0.0,,0.0,"Columbus, Ohio",Quality
0.0,0.0,,0.0,Everywhere,Quality
0.0,14500.0,287.0,0.0,,Quality
0.0,0.0,,0.0,femslash,Quality
14078.0,13222.0,42812.0,0.0,M16 0RA,Spam
824.0,896.0,10134.0,1.0,"Fargo, ND",Spam
0.0,15600.0,,0.0,All over Asia's airwaves,Quality
12574.0,17260.0,28228.0,0.0,"Valley, CA  ✈️ Jacksonville, NC",Spam
0.0,0.0,,0.0,"North Carolina, USA",Quality
2713.0,2378.0,3755.0,1.0,"Dublin City, Ireland",Spam
0.0,0.0,,0.0,"Philadelphia, PA",Quality
0.0,0.0,,0.0,"Malibu, CA",Quality
1960.0,5783.0,1462.0,0.0,"Fort Bragg, CA",Spam
0.0,13900000.0,,1.0,,Quality
0.0,0.0,0.0,0.0,earth,Quality
2974.0,927.0,5289.0,0.0,Windsor Ontario,Spam
6048.0,14036.0,20025.0,0.0,Murrland,Spam
0.0,0.0,,0.0,ℓσeу,Quality
0.0,0.0,2.0,0.0,,Quality
,0.0,0.0,0.0,Neverland,Quality
0.0,0.0,,0.0,"Texas, USA",Quality
905.0,827.0,3838.0,1.0,Nashville / Houston,Spam
1959.0,855.0,718.0,0.0,"Kingston, Jamaica",Spam
9990.0,61711.0,57820.0,0.0,"Ranchi, India",Spam
0.0,441000.0,,0.0,"Johns Creek, GA",Quality
0.0,178000.0,13.0,0.0,Kenya,Quality
0.0,0.0,0.0,0.0,Kalos,Quality
0.0,0.0,,0.0,"Pennsylvania, USA",Quality
8545.0,12261.0,31428.0,0.0,the internets,Spam
413.0,597.0,874.0,1.0,"Bloomington, IN",Spam
0.0,0.0,0.0,0.0,@NonsSibiya  South Africa,Quality
0.0,0.0,0.0,0.0,Imagination takes me anywhere.,Quality
0.0,0.0,0.0,0.0,,Quality
0.0,0.0,14.0,0.0,EU / South Asia,Quality
818.0,1104.0,4359.0,1.0,Greater New York Area,Spam
1999.0,1112.0,2865.0,0.0,📧: le96zbusiness@outlook.com,Spam
0.0,0.0,23.0,0.0,,Quality
835.0,897.0,4482.0,1.0,"Hampstead, MD",Spam
246.0,2089.0,142634.0,1.0,san francisco,Spam
0.0,47600.0,495.0,0.0,yoona.smtown.com,Quality
6523.0,5937.0,16166.0,1.0,Shoobs,Spam
1724.0,1593.0,8350.0,0.0,a tx,Spam
21118.0,28129.0,4616.0,0.0,China,Spam
897.0,836.0,1453.0,1.0,São Paulo/SP - Brazil,Spam
7210.0,17876.0,7149.0,0.0,ℓσeу,Spam
4412.0,2561.0,894.0,0.0,sneg,Spam
0.0,2690000.0,863.0,0.0,Oklahoma City,Quality
0.0,0.0,0.0,0.0,"Howard County, Maryland",Quality
0.0,0.0,0.0,0.0,Flexing On My Ex Bitch,Quality
0.0,0.0,,1.0,,Quality
12000.0,10800.0,,0.0,Ohio,Quality
262.0,80.0,1017.0,0.0,kihyun's forehead,Spam
668.0,541.0,1214.0,1.0,Virginia Beach,Spam
255.0,151.0,722.0,1.0,"Metro Manila, Philippines",Spam
2366.0,2603.0,20426.0,1.0,"Florianópolis, Brazil",Spam
1353.0,1279.0,1701.0,1.0,WORLD WIDE,Spam
0.0,418000.0,,0.0,,Quality
39.0,4.0,414.0,0.0,"Arizona, USA",Spam
5152.0,18782.0,14471.0,0.0,fl,Spam
512.0,421.0,1247.0,0.0,Florida U.S.A.,Spam
14559.0,27703.0,44004.0,0.0,"Mexia, TX",Spam
0.0,6300000.0,,0.0,England,Quality
0.0,0.0,648.0,0.0,956,Quality
0.0,0.0,,0.0,Zimbabwe,Quality
14051.0,13220.0,46557.0,0.0,white house w cory the homie,Spam
68.0,133.0,1884.0,1.0,"King of Prussia, PA",Spam
0.0,0.0,3.0,0.0,"Swindon, England",Quality
0.0,0.0,,0.0,FL  ✈️ HTX,Quality
0.0,0.0,0.0,0.0,,Quality
561.0,435.0,923.0,1.0,NY,Spam
10242.0,11252.0,21474.0,0.0,"Books To Believe In, Parker CO",Spam
522.0,875.0,5399.0,1.0,"Chicago, IL USA",Spam
0.0,0.0,,0.0,Himalayas,Quality
0.0,0.0,0.0,0.0,,Quality
1621.0,577.0,56.0,0.0,just S,Spam
0.0,425000.0,137.0,0.0,"Milan, Italy",Quality
10286.0,11375.0,17570.0,0.0,Firenze,Spam
14093.0,13230.0,41657.0,0.0,東京都,Spam
14189.0,13256.0,33283.0,0.0,SPN ❀ P!ATD ❀ Camila,Spam
1910.0,1804.0,2432.0,1.0,"Marshall, MN",Spam
0.0,3630000.0,,0.0,USA,Quality
248.0,2560.0,159573.0,1.0,loving nct dream ♡,Spam
550.0,963.0,2862.0,1.0,"Geneva, AL",Spam
253.0,2575.0,162577.0,1.0,Somewhere in Lucena City,Spam
10343.0,11440.0,12018.0,0.0,Iran,Spam
0.0,0.0,0.0,0.0,"Buxton, Derbyshire, England",Quality
1795.0,1303.0,296.0,0.0,Slytherin Common Room,Spam
,0.0,,0.0,kitche,Quality
8079.0,17155.0,26994.0,0.0,Pallet Town,Spam
5918.0,12277.0,9172.0,0.0,"Fort Lauderdale, FL",Spam
0.0,10800.0,16.0,0.0,,Quality
6034.0,9874.0,11935.0,0.0,"Ermont, France",Spam
889.0,855.0,4015.0,1.0,"Watertown, MA",Spam
97.0,72.0,515.0,0.0,Judsonia Arkansas,Spam
0.0,42600.0,24.0,0.0,San Antonio,Quality
52000.0,49000.0,24.0,0.0,"Guangxi,China",Quality
0.0,0.0,,0.0,ezequiel,Quality
0.0,0.0,0.0,0.0,USA,Quality
0.0,0.0,,0.0,day6: @youngpiIs — fr/en (bkk),Quality
19400.0,17600.0,0.0,0.0,Springfield Tn,Quality
1013.0,45.0,1078.0,0.0,Ridgecrest Afghanistan  〽️,Spam
18900.0,42800.0,,0.0,MS  ✈️ FL,Quality
0.0,0.0,,0.0,170402 171117 180905,Quality
977.0,640.0,1217.0,0.0,portsmouth,Spam
0.0,0.0,,0.0,"California, USA",Quality
0.0,0.0,0.0,0.0,Capital Region NY,Quality
4679.0,1980.0,1423.0,0.0,ǝʌɐ uooɯʎǝuoɥ,Spam
8097.0,16473.0,22598.0,0.0,San Francisco • Alexandria,Spam
12435.0,13932.0,1193.0,1.0,"Kazakhstan, Almaty",Spam
4549.0,1535.0,642.0,0.0,Right Near Da Beach,Spam
40200.0,112000.0,293.0,0.0,KUL  🇲🇾,Quality
0.0,17600.0,,0.0,,Quality
5531.0,10549.0,12382.0,0.0,"Imus, Cavite",Spam
0.0,0.0,,0.0,"Morton, IL | Detroit | SV",Quality
22.0,1.0,162.0,0.0,Gainesville,Spam
0.0,0.0,,1.0,"Washington, DC",Quality
0.0,0.0,,0.0,"Calgary, Alberta",Quality
12193.0,12299.0,6921.0,0.0,Texas,Spam
12083.0,12679.0,9544.0,0.0,ariana / kpop,Spam
0.0,0.0,0.0,0.0,Nigeria,Quality
8754.0,12321.0,8582.0,0.0,Not in her comfort zone,Spam
4812.0,2312.0,2094.0,0.0,PUNE,Spam
0.0,0.0,0.0,0.0,Tripple DDD / Houston,Quality
0.0,0.0,0.0,0.0,"LG(B)T 🏳️‍🌈 Ft Lewis, WA",Quality
0.0,0.0,,0.0,Liverpool,Quality
0.0,0.0,0.0,0.0,,Quality
2975.0,927.0,5186.0,0.0,"Marshall, MN",Spam
183.0,397.0,1556.0,1.0,Romania,Spam
2528.0,2431.0,3001.0,1.0,Barcelona,Spam
12286.0,16929.0,6471.0,0.0,"Chippenham, England",Spam
0.0,0.0,38.0,0.0,"California, USA",Quality
96.0,1056.0,765.0,0.0,"Brasília, Brazil",Spam
0.0,0.0,41.0,0.0,,Quality
0.0,30300.0,,0.0,JAPAN,Quality
0.0,23700.0,,0.0,Liverpool,Quality
1881.0,2469.0,3163.0,1.0,"Warner Bros, Water Tower",Spam
0.0,0.0,,1.0,"Kilcoole, Co Wicklow",Quality
13399.0,12869.0,10973.0,0.0,✈ ✈ ✈ ✈ ✈,Spam
3904.0,553.0,3036.0,0.0,South Yorkshire,Spam
0.0,0.0,0.0,0.0,Atlanta GA | Houston TX,Quality
0.0,0.0,,0.0,new england,Quality
1698.0,1374.0,2990.0,1.0,Caniffasquad,Spam
0.0,0.0,,0.0,"Provo, Utah",Quality
5000.0,3395.0,7632.0,1.0,"Nairobi,Kenya",Spam
0.0,3760000.0,,0.0,,Quality
0.0,0.0,,0.0,"Southgate, MI",Quality
0.0,0.0,0.0,0.0,Jakarta-Indonesia,Quality
0.0,0.0,,0.0,Idaho,Quality
0.0,0.0,1627.0,0.0,,Quality
0.0,0.0,,0.0,,Quality
0.0,0.0,0.0,0.0,"Denver, CO",Quality
,0.0,0.0,0.0,,Quality
6437.0,10128.0,12228.0,1.0,DM content to be featured,Spam
0.0,0.0,0.0,0.0,"Edinburgh, Scotland, UK",Quality
0.0,164000.0,13.0,0.0,Global,Quality
0.0,0.0,,0.0,"Sweet Home  Fukushima,  Japan",Quality
0.0,0.0,0.0,0.0,48Fam Soul,Quality
5533.0,5037.0,12278.0,1.0,prob at a concert,Spam
0.0,0.0,,1.0,,Quality
3710.0,4669.0,7447.0,1.0,Trenches,Spam
0.0,0.0,,0.0,"Milwaukee, WI",Quality
0.0,0.0,,0.0,,Quality
0.0,0.0,0.0,0.0,#SelfDetermination,Quality
0.0,12700000.0,,0.0,,Quality
4746.0,1916.0,586.0,0.0,"İzmir, Türkiye",Spam
399.0,211.0,506.0,1.0,V-Day: Where The D Meets The V,Spam
0.0,0.0,,0.0,,Quality
2417.0,1120.0,712.0,0.0,"Tulsa, OK",Spam
0.0,0.0,,1.0,,Quality
59.0,66.0,499.0,0.0,in miami and on miami beach,Spam
1958.0,314.0,3726.0,0.0,"South East, England",Spam
0.0,17.0,1424.0,0.0,24 - she/they - sydney,Spam
0.0,1620000.0,,0.0,"ÜT:  28.613113,77.231188",Quality
0.0,164000.0,,0.0,"Ashton Gate, Bristol",Quality
7604.0,17430.0,40017.0,0.0,UK Business Directory,Spam
6825.0,11601.0,3377.0,0.0,"Kingston, NY",Spam
0.0,44100.0,,1.0,psampson@theathletic.com,Quality
0.0,0.0,,0.0,"Bristol, UK",Quality
1481.0,2013.0,4185.0,1.0,Arizona,Spam
739.0,745.0,3164.0,1.0,"Syracuse, NY",Spam
0.0,0.0,,0.0,,Quality
0.0,0.0,0.0,0.0,Paris / Pawnee,Quality
2369.0,893.0,1680.0,1.0,NYC,Spam
74859.0,120146.0,9624.0,0.0,"Bonita Springs, FL",Spam
0.0,0.0,,0.0,,Quality
6810.0,17014.0,26602.0,0.0,she/her,Spam
41506.0,39572.0,3516.0,0.0,Russian Federation,Spam
3076.0,3334.0,2604.0,0.0,"be at peace, not in pieces.",Spam
0.0,0.0,,0.0,,Quality
0.0,111000.0,177.0,0.0,A.R.M.Y,Quality
0.0,27700.0,,0.0,East Coast,Quality
4730.0,14436.0,14221.0,0.0,West Dallas,Spam
5502.0,11956.0,10080.0,0.0,"Beliefs: equality, justice, progress, fairness, freedom, liberty, truth, peace, balance, renewable energy, healthcare & education for all.",Spam
0.0,0.0,0.0,0.0,"Fort Wayne, IN",Quality
0.0,0.0,0.0,0.0,,Quality
2258.0,2069.0,2761.0,1.0,"Tifton, GA",Spam
19800.0,22510.0,11584.0,1.0,Essex,Spam
12095.0,14644.0,22313.0,0.0,"Washington State, USA",Spam
0.0,0.0,,1.0,Washington DC,Quality
0.0,0.0,0.0,0.0,,Quality
0.0,0.0,0.0,0.0,"New York, NY",Quality
0.0,0.0,,0.0,,Quality
0.0,0.0,,0.0,,Quality
0.0,0.0,0.0,0.0,johor,Quality
0.0,0.0,,0.0,"Hluhluwe/Durban, South Africa",Quality
0.0,29700.0,,0.0,"Windsor, UK.",Quality
4989.0,7992.0,12779.0,0.0,Soufside of Atlanta,Spam
0.0,0.0,6.0,0.0,danielrocks • bedan,Quality
5000.0,3600.0,9261.0,0.0,HFLL,Spam
9794.0,16088.0,4997.0,1.0,Weibo/Instagram/Ask:OHMYGA852,Spam
4347.0,3051.0,20325.0,0.0,NYC & Worldwide,Spam
0.0,3500000.0,954.0,0.0,💛,Quality
0.0,0.0,,0.0,Jungles and the Sea,Quality
14176.0,13256.0,34993.0,0.0,"either at home, or at work",Spam
1821.0,1724.0,1372.0,1.0,Berlin,Spam
8803.0,12325.0,6919.0,0.0,"Zug, Switzerland",Spam
10300.0,107000.0,16.0,0.0,Amsterdam baby,Quality
,0.0,,0.0,NorthEast,Quality
0.0,0.0,0.0,0.0,Youngstown,Quality
0.0,38900.0,20.0,0.0,"Leeds, England",Quality
0.0,0.0,,0.0,مكة المكرمة,Quality
2994.0,669.0,2323.0,0.0,"Kano, Nigeria",Spam
0.0,0.0,0.0,0.0,"Houston, TX",Quality
0.0,15300000.0,,0.0,Suisse,Quality
0.0,0.0,,0.0,바빠서 Sorry 아이구,Quality
831.0,903.0,1832.0,1.0,SnapChat: HornyPeekers,Spam
10484.0,27962.0,44564.0,0.0,Gainesville,Spam
32005.0,35996.0,4419.0,0.0,Altamonte Springs,Spam
0.0,0.0,0.0,0.0,a tx,Quality
0.0,0.0,14.0,0.0,"Puerto Princesa City, Palawan",Quality
5154.0,18768.0,14082.0,0.0,Wherever my dog is,Spam
4822.0,2141.0,1302.0,0.0,france,Spam
0.0,0.0,0.0,0.0,,Quality
10474.0,16779.0,5915.0,1.0,"Edenton, NC",Spam
742.0,802.0,4980.0,1.0,In The Cut,Spam
0.0,0.0,,0.0,Somewhere w/ my puppy,Quality
0.0,0.0,2.0,0.0,,Quality
0.0,0.0,5.0,0.0,Zürich,Quality
23.0,2.0,355.0,0.0,West Seattle,Spam
730.0,1244.0,1991.0,1.0,Chicago  ✈️Denver,Spam
4958.0,994.0,2247.0,0.0,Miami / Scotland,Spam
2774.0,3319.0,5086.0,0.0,management@blaze106.com,Spam
14683.0,27073.0,43461.0,0.0,#nsfw,Spam
28100.0,58400.0,142.0,0.0,Sydney,Quality
32.0,5.0,382.0,0.0,Basque Country,Spam
0.0,0.0,0.0,0.0,Sacramento to Cleveland,Quality
1971.0,2906.0,18547.0,0.0,West Seattle,Spam
11700.0,11100.0,0.0,0.0,"Woodbridge, Suffolk, UK",Quality
0.0,0.0,30.0,0.0,Palo Alto,Quality
7693.0,18051.0,12779.0,0.0,Puchong Selangor,Spam
10095.0,11256.0,34467.0,0.0,pakistan,Spam
868.0,838.0,2657.0,1.0,Frankfurt/Birmingham,Spam
5438.0,10854.0,9718.0,0.0,The Caribbean,Spam
9281.0,13995.0,7658.0,0.0,Tunisia,Spam
4436.0,3371.0,19181.0,0.0,"Ontario, CA",Spam
605.0,308.0,12025.0,1.0,"Brantford, Ontario",Spam
998.0,177.0,1833.0,0.0,Dijon,Spam
0.0,0.0,0.0,0.0,,Quality
649.0,313.0,1503.0,1.0,Hereford_UK,Spam
0.0,0.0,,0.0,Gainesville,Quality
2325.0,2737.0,29580.0,1.0,Precision Ink Tattoo Studio,Spam
0.0,0.0,0.0,0.0,"Springfield, MO",Quality
14101.0,13248.0,41024.0,0.0,above ground,Spam
0.0,0.0,,0.0,Africa,Quality
6257.0,15805.0,23438.0,0.0,in uni!,Spam
0.0,0.0,0.0,0.0,Stafford,Quality
0.0,20200.0,86.0,0.0,University of Glasgow,Quality
852.0,780.0,5506.0,1.0,ᴡᴏʀʟᴅᴡɪᴅᴇ,Spam
0.0,0.0,12.0,0.0,,Quality
0.0,0.0,16.0,0.0,,Quality
0.0,7140000.0,1341.0,0.0,Worldwide!,Quality
0.0,0.0,,0.0,"Malabon City, Philippines",Quality
14150.0,13258.0,37727.0,0.0,Imagination takes me anywhere.,Spam
2919.0,1674.0,4540.0,0.0,"Waterbury, CT",Spam
0.0,9000000.0,,0.0,Instagram: @gigihadid,Quality
20341.0,30246.0,27907.0,0.0,Donegal,Spam
0.0,0.0,,0.0,South Africa,Quality
0.0,0.0,0.0,0.0,"Eromanga, Australia",Quality
0.0,3.0,288.0,0.0,maisy cyan anna luke ashli,Spam
